;WT;RIC;EBV_d2;EBV_d4;EBV_d7;EBV_d14
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY;1;1;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_BIOMINERALIZATION;0;0;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION;0;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION;0;0;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY;0;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION;0;0;0;0;1;0
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION;1;1;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION;0;0;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION;0;0;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE;0;1;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION;0;0;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION;1;1;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS;0;1;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_CELL_DIVISION;1;1;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION;0;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS;0;0;1;1;0;0
GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS;1;0;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION;0;0;0;0;1;0
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION;1;1;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_COAGULATION;1;0;0;0;1;0
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY;1;0;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE;0;1;0;0;0;1
GOBP_NEGATIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION;0;0;1;1;0;0
GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION;0;0;1;1;0;0
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS;0;0;0;1;1;1
GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY;1;0;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY;1;1;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS;0;0;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS;0;0;0;1;0;0
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS;1;1;0;0;0;1
GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY;0;1;0;0;1;0
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE;0;0;0;1;1;1
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS;1;0;0;1;1;1
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE;0;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE;1;0;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION;0;0;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION;0;0;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION;0;0;0;0;0;1
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY;1;0;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE;1;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION;0;0;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION;0;0;0;0;1;0
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION;0;0;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS;1;0;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_LIPID_STORAGE;0;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION;0;0;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION;0;0;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION;0;0;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE;1;1;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_MIRNA_TRANSCRIPTION;0;0;0;1;1;1
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION;1;0;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE;0;1;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION;1;1;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_HYPERTROPHY;0;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION;0;1;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS;1;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_NEURON_DEATH;1;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION;1;1;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT;0;0;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION;0;0;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION;0;0;0;1;1;1
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH;0;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY;1;1;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION;0;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS;1;0;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING;0;0;0;0;0;1
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY;0;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION;0;0;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY;0;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS;0;1;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT;1;0;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA;1;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS;1;1;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS;1;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS;0;0;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES;0;0;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING;1;0;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR;1;0;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND;1;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY;1;0;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION;0;1;0;0;0;1
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION;0;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION;0;0;0;0;1;1
GOBP_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY;0;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION;0;1;0;0;1;0
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY;0;0;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY;1;1;1;1;1;0
GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT;0;1;0;0;0;0
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION;1;0;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS;0;0;1;1;1;1
GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING;1;0;0;0;0;0
GOBP_NERVE_DEVELOPMENT;0;1;0;0;0;0
GOBP_NEURAL_CREST_CELL_DIFFERENTIATION;0;1;0;0;0;0
GOBP_NEURAL_CREST_CELL_MIGRATION;0;1;0;0;0;0
GOBP_NEURAL_CREST_FORMATION;0;0;1;1;1;1
GOBP_NEURAL_NUCLEUS_DEVELOPMENT;0;0;0;0;0;1
GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION;0;1;0;1;1;1
GOBP_NEUROBLAST_PROLIFERATION;0;1;0;0;0;0
GOBP_NEUROINFLAMMATORY_RESPONSE;0;1;0;0;1;1
GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT;0;1;0;0;0;0
GOBP_NEURON_APOPTOTIC_PROCESS;1;1;0;0;0;0
GOBP_NEURON_DEATH;1;1;0;0;0;0
GOBP_NEURON_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS;0;1;0;0;0;0
GOBP_NEURON_MATURATION;0;1;0;0;0;0
GOBP_NEURON_MIGRATION;1;1;0;0;0;0
GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE;1;1;0;0;0;0
GOBP_NEURON_PROJECTION_GUIDANCE;0;1;0;0;0;0
GOBP_NEURON_PROJECTION_ORGANIZATION;0;1;0;0;0;0
GOBP_NEURON_RECOGNITION;0;1;0;0;0;0
GOBP_NEUROTRANSMITTER_REUPTAKE;0;1;0;0;0;0
GOBP_NEUROTRANSMITTER_UPTAKE;0;1;0;0;0;0
GOBP_NEUROTROPHIN_SIGNALING_PATHWAY;1;1;0;0;1;0
GOBP_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY;1;1;0;0;0;0
GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS;0;1;0;0;1;0
GOBP_NEUTROPHIL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE;0;0;0;1;1;0
GOBP_NEUTROPHIL_CHEMOTAXIS;1;0;1;1;1;1
GOBP_NEUTROPHIL_HOMEOSTASIS;0;0;0;0;0;1
GOBP_NEUTROPHIL_MIGRATION;1;0;1;1;1;1
GOBP_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS;0;0;1;0;1;1
GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY;1;0;1;1;1;1
GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS;0;0;1;1;1;1
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;1;1;1;1;1;1
GOBP_NUCLEAR_EXPORT;0;0;1;0;0;0
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC;0;0;1;1;0;0
GOBP_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS;0;0;1;1;1;1
GOBP_NUCLEOBASE_BIOSYNTHETIC_PROCESS;0;0;1;1;1;1
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT;0;0;1;0;0;0
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_CATABOLIC_PROCESS;0;0;0;1;1;1
GOBP_NUCLEOBASE_METABOLIC_PROCESS;0;1;1;1;1;1
GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS;0;0;1;1;1;1
GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS;0;0;1;1;1;0
GOBP_NUCLEOSIDE_CATABOLIC_PROCESS;0;0;0;1;1;1
GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS;1;0;1;1;1;1
GOBP_NUCLEOSIDE_METABOLIC_PROCESS;0;0;1;1;1;1
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS;1;1;1;1;1;1
GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS;0;0;0;0;0;1
GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS;0;1;1;1;1;1
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS;1;0;1;1;1;1
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS;0;0;1;1;1;1
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS;1;1;1;1;1;1
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS;1;0;1;1;1;1
GOBP_NUCLEOSOME_ASSEMBLY;1;1;0;0;0;0
GOBP_NUCLEOSOME_MOBILIZATION;0;0;1;0;0;0
GOBP_NUCLEOSOME_ORGANIZATION;1;1;0;0;0;0
GOBP_NUCLEOTIDE_EXCISION_REPAIR;0;0;1;1;0;0
GOBP_NUCLEOTIDE_PHOSPHORYLATION;1;0;1;1;1;1
GOBP_NUCLEOTIDE_SALVAGE;0;0;0;0;0;1
GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS;0;1;1;0;1;1
GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS;0;0;0;0;0;1
GOBP_NUCLEOTIDE_TRANSPORT;0;1;0;0;0;0
GOBP_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS;0;0;1;1;1;1
GOBP_ORGANELLE_FISSION;1;1;1;1;1;1
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS;1;0;1;1;1;1
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS;0;0;1;1;1;1
GOBP_ORGANIC_CATION_TRANSPORT;0;1;0;0;0;1
GOBP_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS;1;0;1;1;1;1
GOBP_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS;0;0;0;0;1;0
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS;0;0;1;1;1;1
GOBP_OSSIFICATION;0;1;0;0;0;0
GOBP_OSTEOBLAST_DIFFERENTIATION;0;1;0;0;0;0
GOBP_OSTEOBLAST_PROLIFERATION;0;1;0;0;0;0
GOBP_OSTEOCLAST_DIFFERENTIATION;1;1;0;0;1;1
GOBP_OUTFLOW_TRACT_MORPHOGENESIS;0;1;0;0;0;0
GOBP_OVARIAN_FOLLICLE_DEVELOPMENT;0;1;0;0;0;0
GOBP_OXIDATIVE_PHOSPHORYLATION;1;1;1;1;1;1
GOBP_P38MAPK_CASCADE;0;1;0;0;0;0
GOBP_PALLIUM_DEVELOPMENT;0;1;0;0;0;0
GOBP_PATTERN_SPECIFICATION_PROCESS;0;1;0;0;0;0
GOBP_PENTOSE_PHOSPHATE_SHUNT;0;0;1;0;0;0
GOBP_PEPTIDYL_PROLINE_MODIFICATION;0;0;1;1;1;1
GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION;0;0;0;0;1;0
GOBP_PEPTIDYL_TYROSINE_MODIFICATION;1;1;0;0;0;0
GOBP_PERICARDIUM_DEVELOPMENT;0;0;0;0;0;1
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT;1;1;0;0;1;0
GOBP_PEROXISOME_ORGANIZATION;0;0;0;0;0;1
GOBP_PH_REDUCTION;1;1;0;0;0;0
GOBP_PHAGOCYTOSIS;0;1;0;0;0;1
GOBP_PHAGOCYTOSIS_RECOGNITION;0;0;0;0;1;1
GOBP_PHOSPHATIDYLCHOLINE_CATABOLIC_PROCESS;0;0;0;0;1;0
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING;0;0;0;0;1;1
GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS;1;0;0;0;0;0
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS;0;1;1;1;1;1
GOBP_PIGMENT_GRANULE_LOCALIZATION;0;1;0;0;0;0
GOBP_PIGMENT_METABOLIC_PROCESS;0;1;1;1;1;1
GOBP_PIGMENTATION;0;1;0;0;0;0
GOBP_PLATELET_ACTIVATION;1;1;0;0;0;0
GOBP_PLATELET_AGGREGATION;1;0;0;0;0;0
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY;1;1;0;0;0;0
GOBP_PLATELET_MORPHOGENESIS;0;1;0;0;0;0
GOBP_PODOSOME_ASSEMBLY;1;0;0;0;0;1
GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION;0;1;0;0;0;0
GOBP_POLYOL_BIOSYNTHETIC_PROCESS;0;0;1;1;1;1
GOBP_POLYOL_CATABOLIC_PROCESS;0;0;1;1;0;0
GOBP_POLYOL_METABOLIC_PROCESS;0;0;1;1;1;1
GOBP_PORE_COMPLEX_ASSEMBLY;0;1;0;0;0;1
GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS;0;0;1;1;1;1
GOBP_POSITIVE_CHEMOTAXIS;1;1;0;0;0;1
GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION;0;0;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE;0;0;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION;0;0;0;0;0;1
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION;0;0;0;1;1;1
GOBP_POSITIVE_REGULATION_OF_ANION_TRANSPORT;1;0;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION;0;0;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY;0;0;1;1;1;1
GOBP_POSITIVE_REGULATION_OF_BINDING;1;0;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_BIOMINERALIZATION;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_BONE_RESORPTION;0;0;0;0;1;0
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT;0;0;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT;0;0;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL;0;0;0;1;1;0
GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING;0;1;1;1;1;0
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION;0;0;0;0;0;1
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION;1;0;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION;1;1;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION;1;1;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE;1;1;1;1;1;1
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION;0;0;1;1;1;1
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION;1;1;1;1;1;1
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION;1;1;1;1;1;1
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS;1;1;1;1;1;1
GOBP_POSITIVE_REGULATION_OF_CELL_DEATH;1;0;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION;1;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION;0;1;0;0;1;0
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION;0;1;0;0;1;0
GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS;1;0;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION;0;0;0;0;0;1
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION;0;1;0;0;0;1
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS;1;1;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION;0;0;1;1;0;0
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION;0;0;1;1;1;1
GOBP_POSITIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY;1;0;0;1;1;1
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION;0;0;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE;0;0;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS;1;1;1;1;1;1
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE;0;1;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST;0;0;1;1;1;1
GOBP_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT;0;0;1;1;1;1
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING;1;0;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS;1;1;1;1;0;1
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS;0;0;1;1;0;0
GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION;0;0;1;0;0;0
GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR;0;0;1;0;0;0
GOBP_POSITIVE_REGULATION_OF_DNA_REPLICATION;0;0;1;1;1;1
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION;0;0;0;0;0;1
GOBP_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION;0;0;0;0;0;1
GOBP_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT;0;0;0;0;0;1
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION;0;0;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE;1;1;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_EXOSOMAL_SECRETION;0;0;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION;1;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS;1;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION;1;1;0;0;0;1
GOBP_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY;0;1;0;0;1;0
GOBP_POSITIVE_REGULATION_OF_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE;0;0;1;1;1;1
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS;0;1;0;0;0;0
GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS;1;1;0;0;0;1
GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING;0;0;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS;0;0;0;0;1;1
GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION;0;0;0;0;0;1
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE;0;1;1;0;1;1
