;WT;RIC;EBV_d2;EBV_d4;EBV_d7;EBV_d14
GOBP_SMOOTH_MUSCLE_CELL_DIFFERENTIATION;0;0;0;0;1;0
GOBP_SMOOTH_MUSCLE_CELL_MIGRATION;1;1;1;1;1;1
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION;0;1;0;0;0;0
GOBP_SNO_S_RNA_METABOLIC_PROCESS;0;0;1;0;0;1
GOBP_SNRNA_METABOLIC_PROCESS;0;0;1;1;0;0
GOBP_SNRNA_PROCESSING;0;0;1;1;0;0
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS;0;0;1;1;1;1
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS_VIA_SOMATIC_MUTATION;0;0;1;1;1;1
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS;0;0;1;1;1;1
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS_INVOLVED_IN_IMMUNE_RESPONSE;0;0;1;1;1;1
GOBP_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE;1;0;0;0;0;0
GOBP_SPERM_EGG_RECOGNITION;1;0;0;0;0;0
GOBP_SPHINGOSINE_BIOSYNTHETIC_PROCESS;0;0;1;0;0;0
GOBP_SPINAL_CORD_DEVELOPMENT;0;1;0;0;0;0
GOBP_SPINDLE_ASSEMBLY;1;1;1;1;1;1
GOBP_SPINDLE_LOCALIZATION;1;1;1;1;1;1
GOBP_SPINDLE_ORGANIZATION;1;1;1;1;1;1
GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY;1;1;1;1;0;0
GOBP_STEROID_BIOSYNTHETIC_PROCESS;1;0;0;0;0;0
GOBP_STEROID_METABOLIC_PROCESS;1;0;0;0;0;1
GOBP_STEROL_BIOSYNTHETIC_PROCESS;1;0;0;0;0;0
GOBP_STEROL_HOMEOSTASIS;1;1;0;0;0;0
GOBP_STEROL_METABOLIC_PROCESS;1;0;0;0;1;0
GOBP_STEROL_TRANSPORT;1;0;0;0;0;0
GOBP_STRESS_RESPONSE_TO_METAL_ION;0;0;1;1;1;1
GOBP_STRIATED_MUSCLE_ADAPTATION;0;1;0;0;0;0
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION;0;1;0;0;0;0
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT;0;0;1;0;0;1
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS;0;1;0;0;0;0
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS;0;0;1;1;1;1
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS;0;1;1;1;0;1
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS;0;1;1;1;1;1
GOBP_SYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT;0;0;0;0;0;1
GOBP_SYNAPSE_ORGANIZATION;0;1;0;0;0;0
GOBP_SYNAPTIC_TRANSMISSION_GABAERGIC;0;1;0;0;0;0
GOBP_SYNAPTIC_VESICLE_EXOCYTOSIS;0;0;0;0;1;0
GOBP_SYNAPTIC_VESICLE_PRIMING;0;0;0;1;1;1
GOBP_T_CELL_ACTIVATION;1;0;0;0;1;1
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE;1;0;0;1;1;1
GOBP_T_CELL_APOPTOTIC_PROCESS;0;0;1;1;1;1
GOBP_T_CELL_CHEMOTAXIS;1;0;0;0;1;1
GOBP_T_CELL_CYTOKINE_PRODUCTION;0;0;0;1;1;1
GOBP_T_CELL_DIFFERENTIATION;1;0;0;0;0;0
GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE;1;0;0;0;1;1
GOBP_T_CELL_MEDIATED_IMMUNITY;0;0;0;0;1;1
GOBP_T_CELL_MIGRATION;1;0;0;1;1;1
GOBP_T_CELL_PROLIFERATION;1;0;0;1;1;1
GOBP_T_HELPER_1_CELL_DIFFERENTIATION;1;0;0;1;1;1
GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE;0;0;0;1;1;1
GOBP_TAXIS;1;1;0;0;0;0
GOBP_TELENCEPHALON_DEVELOPMENT;1;1;0;0;0;0
GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION;0;1;0;0;0;0
GOBP_TELOMERASE_RNA_LOCALIZATION;1;1;1;1;0;0
GOBP_TELOMERE_CAPPING;0;0;1;0;0;0
GOBP_TELOMERE_MAINTENANCE;0;0;1;1;1;1
GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION;0;0;1;1;1;1
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING;1;0;1;1;1;1
GOBP_TELOMERE_ORGANIZATION;1;0;1;1;1;1
GOBP_TERPENOID_BIOSYNTHETIC_PROCESS;0;0;1;0;1;1
GOBP_TETRAHYDROFOLATE_METABOLIC_PROCESS;0;0;1;1;1;1
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS;0;0;1;1;1;1
GOBP_TETRAPYRROLE_METABOLIC_PROCESS;0;0;1;0;0;1
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS;0;0;1;1;1;1
GOBP_THIOESTER_METABOLIC_PROCESS;0;0;1;1;1;1
GOBP_TISSUE_MIGRATION;0;1;0;0;0;0
GOBP_TISSUE_MORPHOGENESIS;0;1;0;0;0;0
GOBP_TISSUE_REMODELING;0;0;0;0;1;0
GOBP_TOXIN_TRANSPORT;1;0;0;0;0;0
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_I;0;0;1;0;0;0
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III;0;0;1;0;0;0
GOBP_TRANSCYTOSIS;0;0;0;1;1;0
GOBP_TRANSITION_METAL_ION_HOMEOSTASIS;0;0;1;0;1;1
GOBP_TRANSITION_METAL_ION_TRANSPORT;0;0;0;0;1;1
GOBP_TRANSLATIONAL_ELONGATION;0;1;0;0;0;0
GOBP_TRANSLATIONAL_INITIATION;1;0;1;0;0;0
GOBP_TRANSLATIONAL_TERMINATION;0;0;1;0;0;0
GOBP_TRANSLESION_SYNTHESIS;0;0;1;1;1;1
GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;0;1;0;0;0;0
GOBP_TRANSPORT_ALONG_MICROTUBULE;0;1;0;0;0;0
GOBP_TRICARBOXYLIC_ACID_CYCLE;0;0;1;1;1;1
GOBP_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS;0;1;0;0;0;0
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS;0;1;0;0;0;0
GOBP_TRNA_5_END_PROCESSING;0;0;1;1;1;1
GOBP_TRNA_METABOLIC_PROCESS;0;0;1;1;1;1
GOBP_TRNA_METHYLATION;0;0;1;0;0;0
GOBP_TRNA_MODIFICATION;0;0;1;1;0;0
GOBP_TRNA_PROCESSING;0;0;1;1;1;1
GOBP_TRNA_THREONYLCARBAMOYLADENOSINE_METABOLIC_PROCESS;0;0;1;1;0;0
GOBP_TUBE_MORPHOGENESIS;1;1;0;0;0;0
GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY;0;0;1;0;0;0
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION;0;1;0;1;1;1
GOBP_TYPE_2_IMMUNE_RESPONSE;0;0;0;1;1;1
GOBP_TYPE_I_INTERFERON_PRODUCTION;0;0;1;1;1;1
GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN;1;0;0;0;0;0
GOBP_UBIQUINONE_METABOLIC_PROCESS;0;0;1;1;0;0
GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS;1;1;0;1;1;1
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS;1;1;0;1;1;1
GOBP_VACUOLAR_ACIDIFICATION;1;1;0;0;0;0
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION;1;0;0;1;1;1
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION;0;0;0;1;1;1
GOBP_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION;0;0;0;0;1;0
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION;0;1;0;0;0;0
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY;0;1;0;0;0;0
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM;0;1;0;0;0;1
GOBP_VASCULAR_TRANSPORT;1;1;0;0;0;0
GOBP_VASCULATURE_DEVELOPMENT;0;1;0;0;0;0
GOBP_VASCULOGENESIS;0;0;0;0;1;0
GOBP_VASOCONSTRICTION;0;0;0;0;0;1
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT;0;0;0;0;1;0
GOBP_VENTRICULAR_SEPTUM_MORPHOGENESIS;0;1;0;0;0;0
GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS;0;0;0;1;1;0
GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI;0;0;0;1;0;1
GOBP_VIRAL_GENOME_REPLICATION;0;0;1;1;1;1
GOBP_VIRAL_LIFE_CYCLE;1;0;1;1;1;1
GOBP_VIRAL_PROCESS;1;0;1;1;1;1
GOBP_VIRAL_RNA_GENOME_REPLICATION;0;0;0;0;1;1
GOBP_VIRAL_TRANSLATION;1;0;0;0;0;0
GOBP_VISUAL_BEHAVIOR;0;1;0;0;0;0
GOBP_VITAMIN_BIOSYNTHETIC_PROCESS;0;0;0;0;1;1
GOBP_VITAMIN_D_METABOLIC_PROCESS;0;0;0;0;1;1
GOBP_VITAMIN_METABOLIC_PROCESS;0;0;0;0;1;0
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS;0;0;1;0;0;0
GOBP_WOUND_HEALING;1;1;0;0;1;0
GOBP_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS;0;0;0;0;1;0
GOBP_XENOBIOTIC_METABOLIC_PROCESS;1;1;0;0;0;1
GOBP_ZINC_ION_HOMEOSTASIS;0;0;1;0;1;0
GOBP_ZYMOGEN_ACTIVATION;1;1;0;0;1;0
